Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Sales Method
West Gear,1128299.00,44493.00,West,Oregon,Portland,Women's Apparel,41.00,123.00,504.00,187.00,Outlet
West Gear,1128299.00,44303.00,South,Louisiana,New Orleans,Women's Apparel,39.00,123.00,480.00,177.00,Outlet
Sports Direct,1197831.00,44473.00,West,Idaho,Boise,Men's Apparel,25.00,123.00,308.00,120.00,Outlet
Foot Locker,1128299.00,44309.00,West,Arizona,Phoenix,Women's Street Footwear,42.00,123.00,517.00,191.00,Outlet
Sports Direct,1128299.00,44482.00,Southeast,Georgia,Atlanta,Women's Street Footwear,32.00,123.00,394.00,150.00,Outlet
Sports Direct,1197831.00,44219.00,South,Mississippi,Jackson,Men's Apparel,26.00,123.00,320.00,122.00,Outlet
Walmart,1197831.00,44458.00,South,Arkansas,Little Rock,Women's Street Footwear,11.00,123.00,135.00,64.00,Outlet
West Gear,1197831.00,44368.00,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,25.00,123.00,308.00,120.00,Outlet
Amazon,1185732.00,44514.00,Northeast,Massachusetts,Boston,Women's Apparel,48.00,123.00,590.00,207.00,Outlet
Foot Locker,1185732.00,44547.00,Northeast,New Hampshire,Manchester,Men's Apparel,50.00,123.00,615.00,228.00,Outlet
Foot Locker,1185732.00,44365.00,Midwest,Illinois,Chicago,Men's Street Footwear,48.00,122.00,586.00,305.00,Online
Foot Locker,1185732.00,44509.00,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,46.00,122.00,561.00,354.00,Online
West Gear,1128299.00,43832.00,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,32.00,122.00,390.00,199.00,Online
West Gear,1128299.00,43985.00,West,Washington,Seattle,Women's Street Footwear,47.00,122.00,573.00,224.00,Online
Kohl's,1189833.00,44201.00,Midwest,Montana,Billings,Women's Street Footwear,43.00,122.00,525.00,299.00,Online
Kohl's,1189833.00,44246.00,Midwest,Montana,Billings,Women's Apparel,59.00,122.00,720.00,288.00,Online
Sports Direct,1197831.00,44273.00,South,Tennessee,Knoxville,Women's Street Footwear,32.00,122.00,390.00,187.00,Online
Foot Locker,1185732.00,44349.00,Midwest,Nebraska,Omaha,Men's Street Footwear,38.00,122.00,464.00,250.00,Online
Amazon,1185732.00,44499.00,Northeast,Maine,Portland,Men's Street Footwear,37.00,122.00,451.00,217.00,Online
Amazon,1185732.00,44557.00,Northeast,Maine,Portland,Men's Street Footwear,53.00,122.00,647.00,310.00,Online
Sports Direct,1185732.00,44215.00,Southeast,Virginia,Richmond,Men's Apparel,43.00,122.00,525.00,273.00,Online
West Gear,1185732.00,44451.00,West,Utah,Salt Lake City,Men's Athletic Footwear,23.00,122.00,281.00,126.00,Online
West Gear,1128299.00,44464.00,West,Oregon,Portland,Men's Street Footwear,46.00,122.00,561.00,253.00,Online
West Gear,1128299.00,44464.00,West,Oregon,Portland,Men's Athletic Footwear,51.00,122.00,622.00,286.00,Online
West Gear,1128299.00,44213.00,West,Oregon,Portland,Women's Apparel,41.00,122.00,500.00,240.00,Online
Sports Direct,1197831.00,44505.00,West,Idaho,Boise,Women's Athletic Footwear,54.00,122.00,659.00,402.00,Online
Amazon,1185732.00,44238.00,Midwest,Ohio,Columbus,Men's Apparel,41.00,122.00,500.00,230.00,Online
Amazon,1185732.00,44448.00,Midwest,Ohio,Columbus,Men's Apparel,32.00,122.00,390.00,187.00,Online
Walmart,1185732.00,44425.00,South,Mississippi,Jackson,Men's Apparel,46.00,122.00,561.00,253.00,Online
Sports Direct,1197831.00,44219.00,South,Mississippi,Jackson,Women's Apparel,23.00,122.00,281.00,146.00,Online
Foot Locker,1197831.00,44513.00,Midwest,Kansas,Wichita,Men's Street Footwear,23.00,122.00,281.00,132.00,Online
West Gear,1185732.00,44289.00,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,18.00,122.00,220.00,90.00,Online
Foot Locker,1185732.00,44546.00,Northeast,West Virginia,Charleston,Women's Apparel,68.00,122.00,830.00,456.00,Online
Foot Locker,1185732.00,44550.00,Northeast,Maryland,Baltimore,Men's Street Footwear,57.00,122.00,695.00,348.00,Online
Foot Locker,1185732.00,44322.00,Northeast,Rhode Island,Providence,Men's Street Footwear,49.00,122.00,598.00,299.00,Online
Foot Locker,1185732.00,44388.00,Midwest,Illinois,Chicago,Women's Apparel,54.00,120.00,648.00,395.00,Online
Foot Locker,1185732.00,44503.00,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,49.00,120.00,588.00,412.00,Online
West Gear,1128299.00,43845.00,West,Nevada,Las Vegas,Men's Athletic Footwear,50.00,120.00,600.00,240.00,Online
West Gear,1128299.00,43852.00,West,Nevada,Las Vegas,Women's Street Footwear,61.00,120.00,732.00,388.00,Online
West Gear,1128299.00,43884.00,West,Nevada,Las Vegas,Men's Apparel,67.00,120.00,804.00,490.00,Online
West Gear,1128299.00,43957.00,West,Colorado,Denver,Men's Apparel,74.00,120.00,888.00,613.00,Online
West Gear,1128299.00,43997.00,West,Washington,Seattle,Women's Street Footwear,74.00,120.00,888.00,346.00,Online
West Gear,1128299.00,44003.00,West,Washington,Seattle,Women's Street Footwear,61.00,120.00,732.00,278.00,Online
Foot Locker,1185732.00,44139.00,Midwest,Minnesota,Minneapolis,Men's Street Footwear,36.00,120.00,432.00,203.00,Online
Kohl's,1189833.00,44213.00,Midwest,Montana,Billings,Women's Street Footwear,44.00,120.00,528.00,317.00,Online
Kohl's,1189833.00,44263.00,Midwest,Montana,Billings,Men's Apparel,53.00,120.00,636.00,464.00,Online
Sports Direct,1197831.00,44317.00,South,Tennessee,Knoxville,Men's Apparel,47.00,120.00,564.00,288.00,Online
Foot Locker,1185732.00,44367.00,Midwest,Nebraska,Omaha,Men's Street Footwear,36.00,120.00,432.00,229.00,Online
Sports Direct,1197831.00,44437.00,South,Alabama,Birmingham,Men's Apparel,49.00,120.00,588.00,318.00,Online
Amazon,1185732.00,44488.00,Northeast,Maine,Portland,Men's Street Footwear,55.00,120.00,660.00,330.00,Online
Walmart,1128299.00,44303.00,Southeast,Florida,Orlando,Women's Street Footwear,66.00,120.00,792.00,325.00,Online
Sports Direct,1185732.00,44302.00,Midwest,Michigan,Detroit,Men's Apparel,45.00,120.00,540.00,270.00,Online
Sports Direct,1185732.00,44516.00,Midwest,Michigan,Detroit,Women's Street Footwear,43.00,120.00,516.00,232.00,Online
Foot Locker,1185732.00,44245.00,Midwest,Missouri,St. Louis,Women's Apparel,28.00,120.00,336.00,212.00,Online
Foot Locker,1185732.00,44426.00,Midwest,Missouri,St. Louis,Women's Street Footwear,32.00,120.00,384.00,177.00,Online
West Gear,1185732.00,44547.00,Midwest,Missouri,St. Louis,Women's Street Footwear,32.00,120.00,384.00,180.00,Online
West Gear,1185732.00,44328.00,West,Utah,Salt Lake City,Women's Apparel,44.00,120.00,528.00,343.00,Online
West Gear,1185732.00,44451.00,West,Utah,Salt Lake City,Women's Apparel,24.00,120.00,288.00,184.00,Online
West Gear,1128299.00,44244.00,West,Oregon,Portland,Women's Street Footwear,41.00,120.00,492.00,256.00,Online
West Gear,1197831.00,44321.00,West,Idaho,Boise,Men's Apparel,47.00,120.00,564.00,226.00,Online
Foot Locker,1128299.00,44340.00,West,Arizona,Phoenix,Women's Street Footwear,50.00,120.00,600.00,282.00,Online
Sports Direct,1128299.00,44330.00,Southeast,Georgia,Atlanta,Women's Apparel,64.00,120.00,768.00,307.00,Online
Sports Direct,1128299.00,44360.00,Southeast,Georgia,Atlanta,Women's Athletic Footwear,49.00,120.00,588.00,300.00,Online
Sports Direct,1128299.00,44453.00,Southeast,Georgia,Atlanta,Women's Athletic Footwear,43.00,120.00,516.00,279.00,Online
Amazon,1185732.00,44430.00,Southeast,Kentucky,Louisville,Women's Apparel,51.00,120.00,612.00,330.00,Online
Sports Direct,1197831.00,44248.00,South,Mississippi,Jackson,Women's Street Footwear,14.00,120.00,168.00,84.00,Online
West Gear,1197831.00,44549.00,South,Arkansas,Little Rock,Women's Athletic Footwear,57.00,120.00,684.00,349.00,Online
Foot Locker,1197831.00,44542.00,Midwest,Kansas,Wichita,Men's Athletic Footwear,59.00,120.00,708.00,354.00,Online
Foot Locker,1185732.00,44509.00,Midwest,North Dakota,Fargo,Men's Street Footwear,49.00,120.00,588.00,294.00,Online
West Gear,1185732.00,44539.00,Midwest,Indiana,Indianapolis,Women's Apparel,62.00,120.00,744.00,372.00,Online
Foot Locker,1185732.00,44362.00,Northeast,Delaware,Wilmington,Men's Athletic Footwear,48.00,120.00,576.00,259.00,Online
Foot Locker,1185732.00,44422.00,Northeast,Delaware,Wilmington,Women's Apparel,59.00,120.00,708.00,368.00,Online
Kohl's,1185732.00,44355.00,Northeast,New Jersey,Newark,Women's Apparel,50.00,120.00,600.00,300.00,Online
Sports Direct,1185732.00,44484.00,Northeast,Massachusetts,Boston,Men's Street Footwear,57.00,120.00,684.00,308.00,Online
Amazon,1185732.00,44326.00,Northeast,Vermont,Burlington,Women's Apparel,60.00,120.00,720.00,374.00,Online
West Gear,1128299.00,43852.00,West,Nevada,Las Vegas,Women's Street Footwear,47.00,120.00,564.00,254.00,Outlet
West Gear,1128299.00,43857.00,West,Nevada,Las Vegas,Men's Athletic Footwear,43.00,120.00,516.00,181.00,Outlet
West Gear,1128299.00,43892.00,West,Nevada,Las Vegas,Women's Apparel,53.00,120.00,636.00,140.00,Outlet
Sports Direct,1197831.00,44317.00,South,Tennessee,Knoxville,Men's Apparel,39.00,120.00,468.00,201.00,Outlet
Sports Direct,1197831.00,44426.00,South,Alabama,Birmingham,Women's Apparel,26.00,120.00,312.00,206.00,Outlet
Walmart,1128299.00,44486.00,Southeast,Florida,Orlando,Women's Athletic Footwear,40.00,120.00,480.00,168.00,Outlet
West Gear,1185732.00,44238.00,West,Utah,Salt Lake City,Men's Apparel,28.00,120.00,336.00,141.00,Outlet
West Gear,1128299.00,44213.00,West,Oregon,Portland,Men's Street Footwear,28.00,120.00,336.00,141.00,Outlet
West Gear,1128299.00,44271.00,South,Louisiana,New Orleans,Men's Athletic Footwear,38.00,120.00,456.00,201.00,Outlet
West Gear,1128299.00,44271.00,South,Louisiana,New Orleans,Women's Street Footwear,39.00,120.00,468.00,211.00,Outlet
West Gear,1128299.00,44303.00,South,Louisiana,New Orleans,Women's Street Footwear,40.00,120.00,480.00,202.00,Outlet
West Gear,1128299.00,44486.00,South,Louisiana,New Orleans,Women's Athletic Footwear,31.00,120.00,372.00,160.00,Outlet
West Gear,1197831.00,44321.00,West,Idaho,Boise,Men's Apparel,34.00,120.00,408.00,143.00,Outlet
Foot Locker,1128299.00,44431.00,West,Arizona,Phoenix,Women's Athletic Footwear,43.00,120.00,516.00,217.00,Outlet
Kohl's,1128299.00,44495.00,West,New Mexico,Albuquerque,Women's Street Footwear,34.00,120.00,408.00,163.00,Outlet
Sports Direct,1128299.00,44240.00,West,New Mexico,Albuquerque,Women's Street Footwear,28.00,120.00,336.00,138.00,Outlet
Sports Direct,1128299.00,44453.00,Southeast,Georgia,Atlanta,Women's Athletic Footwear,35.00,120.00,420.00,193.00,Outlet
Foot Locker,1128299.00,44542.00,Southeast,Georgia,Atlanta,Men's Apparel,44.00,120.00,528.00,201.00,Outlet
Walmart,1185732.00,44455.00,South,Mississippi,Jackson,Women's Athletic Footwear,16.00,120.00,192.00,86.00,Outlet
Walmart,1185732.00,44487.00,South,Mississippi,Jackson,Women's Street Footwear,19.00,120.00,228.00,107.00,Outlet
Walmart,1197831.00,44306.00,South,Arkansas,Little Rock,Women's Apparel,24.00,120.00,288.00,127.00,Outlet
Walmart,1197831.00,44396.00,South,Arkansas,Little Rock,Women's Athletic Footwear,35.00,120.00,420.00,181.00,Outlet
Sports Direct,1185732.00,44380.00,Northeast,Connecticut,Hartford,Men's Athletic Footwear,38.00,120.00,456.00,192.00,Outlet
Foot Locker,1185732.00,44533.00,Northeast,Connecticut,Hartford,Women's Apparel,52.00,120.00,624.00,231.00,Outlet
Sports Direct,1185732.00,44362.00,Northeast,Massachusetts,Boston,Women's Apparel,47.00,120.00,564.00,197.00,Outlet
Amazon,1185732.00,44514.00,Northeast,Massachusetts,Boston,Men's Street Footwear,49.00,120.00,588.00,206.00,Outlet
Amazon,1185732.00,44326.00,Northeast,Vermont,Burlington,Women's Apparel,47.00,120.00,564.00,259.00,Outlet
Amazon,1185732.00,44359.00,Northeast,Vermont,Burlington,Men's Athletic Footwear,44.00,120.00,528.00,264.00,Outlet
Foot Locker,1185732.00,44518.00,Northeast,New Hampshire,Manchester,Women's Apparel,61.00,120.00,732.00,300.00,Outlet
Kohl's,1189833.00,44297.00,West,California,Los Angeles,Men's Apparel,49.00,119.00,583.00,385.00,Online
Sports Direct,1197831.00,44427.00,South,Texas,Dallas,Women's Street Footwear,34.00,119.00,405.00,174.00,Online
Foot Locker,1185732.00,44497.00,Northeast,Pennsylvania,Philadelphia,Men's Street Footwear,42.00,119.00,500.00,335.00,Online
West Gear,1128299.00,43840.00,West,Nevada,Las Vegas,Women's Street Footwear,41.00,119.00,488.00,259.00,Online
West Gear,1128299.00,43901.00,West,Nevada,Las Vegas,Women's Street Footwear,59.00,119.00,702.00,330.00,Online
Kohl's,1189833.00,44193.00,Midwest,Minnesota,Minneapolis,Men's Street Footwear,32.00,119.00,381.00,221.00,Online
Kohl's,1189833.00,44195.00,Midwest,Minnesota,Minneapolis,Women's Street Footwear,41.00,119.00,488.00,288.00,Online
Kohl's,1189833.00,44204.00,Midwest,Montana,Billings,Women's Apparel,43.00,119.00,512.00,189.00,Online
Kohl's,1189833.00,44256.00,Midwest,Montana,Billings,Women's Athletic Footwear,39.00,119.00,464.00,255.00,Online
Foot Locker,1185732.00,44337.00,South,Tennessee,Knoxville,Men's Street Footwear,32.00,119.00,381.00,190.00,Online
Foot Locker,1185732.00,44343.00,Midwest,Nebraska,Omaha,Men's Street Footwear,32.00,119.00,381.00,206.00,Online
Sports Direct,1197831.00,44429.00,South,Alabama,Birmingham,Women's Street Footwear,14.00,119.00,167.00,98.00,Online
Sports Direct,1197831.00,44454.00,South,Alabama,Birmingham,Women's Athletic Footwear,46.00,119.00,547.00,389.00,Online
Walmart,1128299.00,44334.00,Southeast,Florida,Orlando,Women's Street Footwear,59.00,119.00,702.00,316.00,Online
Kohl's,1185732.00,44297.00,West,Wyoming,Cheyenne,Women's Athletic Footwear,33.00,119.00,393.00,185.00,Online
Kohl's,1185732.00,44481.00,West,Wyoming,Cheyenne,Women's Athletic Footwear,41.00,119.00,488.00,224.00,Online
Sports Direct,1185732.00,44454.00,Midwest,Michigan,Detroit,Women's Athletic Footwear,34.00,119.00,405.00,182.00,Online
West Gear,1128299.00,44432.00,West,Oregon,Portland,Women's Athletic Footwear,68.00,119.00,809.00,372.00,Online
West Gear,1128299.00,44517.00,South,Louisiana,New Orleans,Men's Apparel,68.00,119.00,809.00,445.00,Online
Foot Locker,1197831.00,44201.00,South,Louisiana,New Orleans,Women's Street Footwear,28.00,119.00,333.00,133.00,Online
Foot Locker,1128299.00,44219.00,West,Idaho,Boise,Men's Street Footwear,29.00,119.00,345.00,166.00,Online
Foot Locker,1128299.00,44463.00,West,Arizona,Phoenix,Women's Apparel,56.00,119.00,666.00,247.00,Online
Sports Direct,1128299.00,44555.00,West,New Mexico,Albuquerque,Men's Apparel,64.00,119.00,762.00,343.00,Online
Sports Direct,1128299.00,44421.00,Southeast,Georgia,Atlanta,Women's Apparel,68.00,119.00,809.00,283.00,Online
Amazon,1185732.00,44308.00,Southeast,Kentucky,Louisville,Men's Street Footwear,41.00,119.00,488.00,268.00,Online
Foot Locker,1185732.00,44332.00,South,Mississippi,Jackson,Women's Street Footwear,33.00,119.00,393.00,212.00,Online
Walmart,1197831.00,44396.00,South,Arkansas,Little Rock,Men's Apparel,55.00,119.00,655.00,321.00,Online
Walmart,1197831.00,44458.00,South,Arkansas,Little Rock,Women's Apparel,29.00,119.00,345.00,186.00,Online
Kohl's,1197831.00,44549.00,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,58.00,119.00,690.00,311.00,Online
Kohl's,1197831.00,44389.00,Midwest,Kansas,Wichita,Men's Athletic Footwear,49.00,119.00,583.00,292.00,Online
West Gear,1185732.00,44364.00,Northeast,West Virginia,Charleston,Men's Athletic Footwear,37.00,119.00,440.00,220.00,Online
Foot Locker,1185732.00,44390.00,Northeast,Delaware,Wilmington,Men's Athletic Footwear,47.00,119.00,559.00,252.00,Online
Kohl's,1185732.00,44477.00,Northeast,New Jersey,Newark,Men's Street Footwear,53.00,119.00,631.00,290.00,Online
Foot Locker,1185732.00,44235.00,Northeast,Connecticut,Hartford,Men's Street Footwear,34.00,119.00,405.00,198.00,Online
Foot Locker,1185732.00,44488.00,Northeast,New Hampshire,Manchester,Men's Street Footwear,64.00,119.00,762.00,404.00,Online
West Gear,1128299.00,43889.00,West,Nevada,Las Vegas,Women's Athletic Footwear,43.00,119.00,512.00,169.00,Outlet
West Gear,1128299.00,43897.00,West,Nevada,Las Vegas,Men's Apparel,46.00,119.00,547.00,296.00,Outlet
Foot Locker,1128299.00,44493.00,Southeast,Virginia,Richmond,Men's Street Footwear,28.00,119.00,333.00,133.00,Outlet
Foot Locker,1128299.00,44493.00,Southeast,Virginia,Richmond,Women's Street Footwear,39.00,119.00,464.00,195.00,Outlet
West Gear,1128299.00,44341.00,West,Oregon,Portland,Women's Street Footwear,39.00,119.00,464.00,181.00,Outlet
West Gear,1128299.00,44493.00,West,Oregon,Portland,Men's Street Footwear,29.00,119.00,345.00,135.00,Outlet
Foot Locker,1128299.00,44277.00,West,Arizona,Phoenix,Women's Street Footwear,37.00,119.00,440.00,181.00,Outlet
Sports Direct,1128299.00,44513.00,Southeast,Georgia,Atlanta,Men's Apparel,47.00,119.00,559.00,213.00,Outlet
Sports Direct,1185732.00,44517.00,South,Mississippi,Jackson,Women's Street Footwear,22.00,119.00,262.00,110.00,Outlet
Walmart,1197831.00,44335.00,South,Arkansas,Little Rock,Women's Street Footwear,27.00,119.00,321.00,141.00,Outlet
West Gear,1197831.00,44458.00,South,Oklahoma,Oklahoma City,Women's Apparel,23.00,119.00,274.00,129.00,Outlet
Kohl's,1197831.00,44212.00,South,Oklahoma,Oklahoma City,Women's Apparel,17.00,119.00,202.00,75.00,Outlet
Foot Locker,1185732.00,44355.00,Northeast,Rhode Island,Providence,Women's Apparel,43.00,119.00,512.00,230.00,Outlet
Amazon,1185732.00,44394.00,Northeast,New Hampshire,Manchester,Men's Apparel,47.00,119.00,559.00,207.00,Outlet
Foot Locker,1185732.00,44361.00,Midwest,Nebraska,Omaha,Men's Street Footwear,44.00,118.00,519.00,280.00,Online
West Gear,1185732.00,44336.00,Northeast,Maryland,Baltimore,Men's Street Footwear,49.00,118.00,578.00,301.00,Online
West Gear,1128299.00,43833.00,Northeast,Pennsylvania,Philadelphia,Men's Athletic Footwear,44.00,117.00,515.00,190.00,Online
West Gear,1128299.00,43834.00,Northeast,Pennsylvania,Philadelphia,Women's Street Footwear,41.00,117.00,480.00,259.00,Online
West Gear,1128299.00,43871.00,West,Nevada,Las Vegas,Women's Athletic Footwear,55.00,117.00,644.00,315.00,Online
West Gear,1128299.00,43882.00,West,Nevada,Las Vegas,Women's Street Footwear,57.00,117.00,667.00,333.00,Online
West Gear,1128299.00,43977.00,West,Colorado,Denver,Men's Street Footwear,36.00,117.00,421.00,173.00,Online
West Gear,1128299.00,44040.00,West,Washington,Seattle,Women's Athletic Footwear,69.00,117.00,807.00,347.00,Online
Kohl's,1189833.00,44243.00,Midwest,Montana,Billings,Women's Street Footwear,42.00,117.00,491.00,275.00,Online
Foot Locker,1185732.00,44403.00,Midwest,Nebraska,Omaha,Men's Street Footwear,49.00,117.00,573.00,287.00,Online
Sports Direct,1197831.00,44423.00,South,Alabama,Birmingham,Women's Street Footwear,27.00,117.00,316.00,183.00,Online
Amazon,1185732.00,44481.00,South,Alabama,Birmingham,Men's Street Footwear,38.00,117.00,445.00,222.00,Online
Sports Direct,1185732.00,44244.00,Southeast,Virginia,Richmond,Men's Athletic Footwear,33.00,117.00,386.00,201.00,Online
West Gear,1128299.00,44251.00,West,Utah,Salt Lake City,Men's Street Footwear,29.00,117.00,339.00,153.00,Online
West Gear,1128299.00,44364.00,South,Louisiana,New Orleans,Men's Apparel,92.00,117.00,1076.00,614.00,Online
West Gear,1197831.00,44351.00,West,Idaho,Boise,Men's Apparel,52.00,117.00,608.00,262.00,Online
Kohl's,1128299.00,44526.00,West,New Mexico,Albuquerque,Women's Street Footwear,54.00,117.00,632.00,303.00,Online
Sports Direct,1128299.00,44209.00,West,New Mexico,Albuquerque,Women's Apparel,36.00,117.00,421.00,164.00,Online
Foot Locker,1185732.00,44365.00,South,Mississippi,Jackson,Women's Athletic Footwear,43.00,117.00,503.00,252.00,Online
Sports Direct,1185732.00,44517.00,South,Mississippi,Jackson,Men's Athletic Footwear,18.00,117.00,211.00,95.00,Online
Sports Direct,1185732.00,44517.00,South,Mississippi,Jackson,Women's Athletic Footwear,54.00,117.00,632.00,335.00,Online
Sports Direct,1197831.00,44219.00,South,Mississippi,Jackson,Women's Street Footwear,14.00,117.00,164.00,84.00,Online
West Gear,1197831.00,44520.00,South,Arkansas,Little Rock,Women's Apparel,73.00,117.00,854.00,453.00,Online
West Gear,1197831.00,44396.00,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,45.00,117.00,527.00,263.00,Online
Kohl's,1197831.00,44361.00,Midwest,Kansas,Wichita,Women's Apparel,58.00,117.00,679.00,333.00,Online
Foot Locker,1185732.00,44517.00,Northeast,West Virginia,Charleston,Men's Street Footwear,44.00,117.00,515.00,268.00,Online
Sports Direct,1185732.00,44300.00,Northeast,Massachusetts,Boston,Men's Street Footwear,38.00,117.00,445.00,200.00,Online
Amazon,1185732.00,44359.00,Northeast,Vermont,Burlington,Women's Apparel,62.00,117.00,725.00,377.00,Online
Foot Locker,1185732.00,44518.00,Northeast,New Hampshire,Manchester,Men's Street Footwear,68.00,117.00,796.00,422.00,Online
Foot Locker,1185732.00,44547.00,Northeast,New Hampshire,Manchester,Women's Apparel,74.00,117.00,866.00,424.00,Online
Sports Direct,1197831.00,44434.00,South,Texas,Dallas,Women's Athletic Footwear,32.00,116.00,371.00,212.00,Online
West Gear,1128299.00,43843.00,West,Nevada,Las Vegas,Women's Apparel,41.00,116.00,476.00,162.00,Online
West Gear,1128299.00,43858.00,West,Nevada,Las Vegas,Women's Street Footwear,63.00,116.00,731.00,417.00,Online
West Gear,1128299.00,43916.00,West,Colorado,Denver,Women's Apparel,37.00,116.00,429.00,116.00,Online
West Gear,1128299.00,43919.00,West,Colorado,Denver,Women's Street Footwear,51.00,116.00,592.00,290.00,Online
West Gear,1128299.00,43968.00,West,Colorado,Denver,Women's Athletic Footwear,60.00,116.00,696.00,334.00,Online
Foot Locker,1185732.00,44133.00,Midwest,Minnesota,Minneapolis,Men's Street Footwear,39.00,116.00,452.00,226.00,Online
Foot Locker,1185732.00,44145.00,Midwest,Minnesota,Minneapolis,Men's Street Footwear,48.00,116.00,557.00,262.00,Online
Kohl's,1189833.00,44244.00,Midwest,Montana,Billings,Women's Athletic Footwear,41.00,116.00,476.00,262.00,Online
Kohl's,1189833.00,44249.00,Midwest,Montana,Billings,Women's Street Footwear,41.00,116.00,476.00,271.00,Online
Foot Locker,1128299.00,44220.00,West,Wyoming,Cheyenne,Women's Apparel,38.00,116.00,441.00,198.00,Online
Sports Direct,1185732.00,44215.00,Southeast,Virginia,Richmond,Women's Athletic Footwear,29.00,116.00,336.00,168.00,Online
Sports Direct,1185732.00,44486.00,Midwest,Michigan,Detroit,Women's Athletic Footwear,38.00,116.00,441.00,220.00,Online
West Gear,1128299.00,44244.00,West,Oregon,Portland,Men's Athletic Footwear,41.00,116.00,476.00,243.00,Online
West Gear,1128299.00,44271.00,South,Louisiana,New Orleans,Women's Street Footwear,56.00,116.00,650.00,357.00,Online
West Gear,1197831.00,44261.00,West,Idaho,Boise,Women's Apparel,33.00,116.00,383.00,249.00,Online
Sports Direct,1197831.00,44444.00,West,Idaho,Boise,Women's Athletic Footwear,55.00,116.00,638.00,402.00,Online
Foot Locker,1128299.00,44431.00,West,Arizona,Phoenix,Men's Apparel,59.00,116.00,684.00,281.00,Online
Kohl's,1128299.00,44312.00,West,New Mexico,Albuquerque,Women's Street Footwear,55.00,116.00,638.00,319.00,Online
Sports Direct,1128299.00,44513.00,Southeast,Georgia,Atlanta,Women's Athletic Footwear,51.00,116.00,592.00,308.00,Online
Foot Locker,1128299.00,44542.00,Southeast,Georgia,Atlanta,Men's Apparel,64.00,116.00,742.00,371.00,Online
Amazon,1185732.00,44480.00,Midwest,Ohio,Columbus,Men's Apparel,37.00,116.00,429.00,197.00,Online
Amazon,1185732.00,44510.00,Midwest,Ohio,Columbus,Women's Street Footwear,32.00,116.00,371.00,186.00,Online
Foot Locker,1185732.00,44332.00,South,Mississippi,Jackson,Men's Apparel,41.00,116.00,476.00,224.00,Online
Walmart,1197831.00,44306.00,South,Arkansas,Little Rock,Women's Apparel,28.00,116.00,325.00,166.00,Online
Walmart,1197831.00,44396.00,South,Arkansas,Little Rock,Women's Athletic Footwear,41.00,116.00,476.00,257.00,Online
Sports Direct,1185732.00,44478.00,Midwest,North Dakota,Fargo,Men's Street Footwear,49.00,116.00,568.00,267.00,Online
West Gear,1185732.00,44479.00,Midwest,Indiana,Indianapolis,Men's Street Footwear,41.00,116.00,476.00,252.00,Online
West Gear,1185732.00,44393.00,Northeast,West Virginia,Charleston,Men's Athletic Footwear,50.00,116.00,580.00,307.00,Online
Foot Locker,1185732.00,44383.00,Northeast,Rhode Island,Providence,Women's Apparel,50.00,116.00,580.00,290.00,Online
Amazon,1185732.00,44359.00,Northeast,Vermont,Burlington,Men's Athletic Footwear,53.00,116.00,615.00,363.00,Online
Foot Locker,1185732.00,44518.00,Northeast,New Hampshire,Manchester,Women's Apparel,78.00,116.00,905.00,425.00,Online
Foot Locker,1185732.00,44532.00,Northeast,Pennsylvania,Philadelphia,Women's Apparel,50.00,116.00,580.00,209.00,Outlet
West Gear,1128299.00,43851.00,West,Nevada,Las Vegas,Men's Athletic Footwear,46.00,116.00,534.00,155.00,Outlet
Sports Direct,1197831.00,44424.00,South,Alabama,Birmingham,Women's Athletic Footwear,23.00,116.00,267.00,163.00,Outlet
Sports Direct,1197831.00,44430.00,South,Alabama,Birmingham,Women's Athletic Footwear,15.00,116.00,174.00,104.00,Outlet
Sports Direct,1197831.00,44461.00,South,Alabama,Birmingham,Men's Apparel,35.00,116.00,406.00,195.00,Outlet
Walmart,1128299.00,44486.00,Southeast,Florida,Orlando,Men's Apparel,47.00,116.00,545.00,120.00,Outlet
Foot Locker,1197831.00,44231.00,West,Idaho,Boise,Women's Athletic Footwear,27.00,116.00,313.00,132.00,Outlet
West Gear,1197831.00,44291.00,West,Idaho,Boise,Women's Athletic Footwear,20.00,116.00,232.00,114.00,Outlet
Sports Direct,1197831.00,44473.00,West,Idaho,Boise,Women's Athletic Footwear,35.00,116.00,406.00,215.00,Outlet
Foot Locker,1128299.00,44250.00,West,Arizona,Phoenix,Women's Apparel,31.00,116.00,360.00,97.00,Outlet
Foot Locker,1128299.00,44277.00,West,Arizona,Phoenix,Men's Athletic Footwear,38.00,116.00,441.00,194.00,Outlet
Foot Locker,1128299.00,44340.00,West,Arizona,Phoenix,Men's Athletic Footwear,36.00,116.00,418.00,175.00,Outlet
Foot Locker,1128299.00,44523.00,West,Arizona,Phoenix,Women's Athletic Footwear,33.00,116.00,383.00,161.00,Outlet
Kohl's,1128299.00,44312.00,West,New Mexico,Albuquerque,Women's Apparel,56.00,116.00,650.00,182.00,Outlet
